num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
10,13,71,14,7,13,18,14,86,29,none,42.26
14,10,5,8,7,7,11,33,45,29,none,35.06
10,4,22,13,14,10,17,19,43,18,none,34.65
10,14,33,2,7,4,5,22,33,67,none,33.78
7,5,13,7,4,5,11,9,39,18,none,33.61
10,13,26,1,4,4,3,25,23,49,none,33
8,8,42,11,3,11,13,16,55,4,none,31.19
6,10,93,13,12,16,14,7,48,25,lz4,30.69
8,12,87,11,24,14,18,17,43,76,lz4,30.53
7,7,44,8,16,9,12,15,27,46,lz4,30.29
4,14,73,4,8,7,5,6,31,65,lz4,30.27
7,11,85,11,16,16,13,17,35,41,lz4,30.22
4,10,64,6,8,9,7,7,24,36,lz4,30.2
16,10,54,16,23,20,19,45,33,24,lz4,30.12
5,7,69,10,9,14,10,7,29,14,lz4,30.12
8,12,88,11,9,18,10,19,34,15,lz4,29.95
