num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
12,11,102,10,9,18,15,31,71,83,none,37.47
7,20,76,3,14,13,13,10,26,46,none,32.11
6,20,106,9,11,20,22,25,62,86,none,31.79
9,14,83,2,11,18,18,22,57,91,none,31.76
6,25,106,7,12,16,19,23,45,75,none,31.57
6,17,71,8,14,15,18,8,30,27,none,31.55
6,15,75,10,12,7,16,17,21,40,none,31.39
20,15,13,11,12,5,14,30,37,35,none,31.36
10,23,90,5,16,13,1,29,22,23,none,31.06
6,7,39,9,9,9,16,10,18,23,none,30.81
14,11,63,16,15,5,17,34,17,93,none,30.59
10,14,85,5,13,19,23,23,67,103,none,29.56
8,10,40,11,8,9,3,33,9,55,none,28.37
7,11,43,6,7,8,5,28,8,48,none,27.82
14,17,63,21,19,11,27,30,49,89,lz4,25.73
8,16,66,8,16,21,29,13,53,58,lz4,25.28
