num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
16,6,31,12,20,15,23,10,22,76,none,19.78
5,19,77,6,16,20,21,29,6,42,snappy,14.05
16,12,99,10,16,5,24,36,47,82,lz4,16.94
19,19,99,13,13,9,18,6,15,39,lz4,16.37
2,9,47,15,16,9,12,44,10,66,none,17.21
15,24,81,13,15,16,6,1,2,2,lz4,11.69
8,14,36,14,1,12,2,14,30,77,snappy,9.77
4,2,33,14,12,15,2,41,32,23,lz4,17.43
6,11,40,3,14,9,16,38,58,87,snappy,16
1,12,19,7,19,15,21,8,52,35,snappy,15.78
9,6,64,8,19,3,9,8,59,24,gzip,2.64
7,1,94,17,10,8,10,27,17,52,snappy,15.41
6,17,3,6,17,10,11,2,28,39,none,20.79
12,8,86,14,7,6,6,44,40,24,lz4,15.7
5,6,90,6,1,6,17,30,35,27,gzip,2.67
2,14,85,8,1,15,5,37,20,20,none,7.28
18,22,59,14,12,2,12,1,9,71,gzip,2.76
6,16,83,10,3,7,29,7,38,97,snappy,14.61
11,22,52,16,20,5,7,32,12,42,gzip,2.73
3,9,45,4,19,7,10,36,48,51,none,18.91
2,13,23,4,2,14,25,29,17,10,lz4,11.08
15,12,37,16,6,18,15,23,41,82,none,18.69
10,3,11,11,6,3,20,8,10,30,none,17.67
1,7,20,20,17,10,7,18,7,40,gzip,2.81
2,14,38,19,16,12,1,3,54,78,snappy,16.03
9,7,37,2,10,20,26,36,34,81,gzip,2.67
17,2,61,1,20,1,25,40,43,40,snappy,15.87
2,12,39,14,4,15,7,20,11,75,lz4,15.37
20,16,95,8,15,8,17,48,2,93,none,11.67
11,21,34,6,18,18,5,36,44,8,gzip,2.59
16,22,98,16,16,20,6,27,57,70,none,20.81
1,17,81,9,18,7,11,7,12,16,snappy,13.56
12,12,66,12,2,14,5,3,32,22,snappy,13.33
12,10,9,1,5,18,14,22,2,26,lz4,11.37
12,8,8,6,2,20,6,46,6,46,lz4,13.69
6,1,8,7,15,6,15,31,29,72,snappy,15.92
19,8,23,19,8,16,17,25,8,55,lz4,15.06
1,6,8,5,7,13,20,22,43,66,gzip,2.67
15,22,90,14,15,6,24,39,35,100,none,19.48
13,12,24,7,7,8,2,4,61,89,lz4,17.39
8,18,88,9,17,20,7,10,4,0,lz4,12.82
7,13,27,20,20,14,22,42,45,34,gzip,2.68
6,13,41,14,2,16,15,41,13,25,snappy,10.27
13,15,55,16,18,5,21,28,19,16,lz4,16.91
4,18,57,1,20,9,21,35,8,67,snappy,14.74
18,14,60,12,13,1,12,1,43,6,gzip,2.57
6,21,49,13,1,10,22,45,37,91,gzip,2.66
14,12,76,4,5,6,16,40,33,47,snappy,15.52
4,10,2,10,2,3,12,35,11,24,snappy,13.15
15,17,52,12,11,7,12,43,45,18,lz4,16.54
15,8,82,13,19,12,1,43,7,44,snappy,14.31
14,17,27,11,11,4,7,42,14,52,lz4,16.36
13,7,61,7,4,10,24,45,41,58,none,17.95
15,14,89,8,10,5,5,13,56,71,gzip,2.68
5,4,57,12,3,14,12,45,24,80,snappy,14.04
4,11,75,19,3,19,24,26,33,78,lz4,14.66
5,23,86,1,14,4,16,32,50,67,gzip,2.67
11,16,86,9,7,10,27,33,61,37,snappy,16.13
10,18,35,18,7,18,6,27,29,96,gzip,2.68
18,11,18,19,15,14,7,21,37,18,none,18.48
15,11,63,19,13,5,7,36,59,0,none,18.64
18,21,34,4,3,12,20,30,40,80,gzip,2.69
17,9,56,3,3,20,3,23,19,89,lz4,15.42
5,16,19,13,9,2,8,47,38,97,snappy,15.8
16,20,34,10,12,15,12,7,35,19,none,20.25
16,23,69,20,6,14,17,12,29,44,snappy,15.26
17,5,69,20,7,18,29,42,41,20,snappy,15.23
9,23,67,19,12,10,2,38,20,77,gzip,2.68
14,11,42,7,20,20,1,19,6,71,gzip,2.79
17,4,57,14,19,5,13,21,1,98,gzip,2.94
15,17,16,1,3,3,13,21,24,45,gzip,2.67
5,17,67,2,15,10,12,17,26,67,snappy,16.17
17,11,66,2,14,16,4,32,55,65,snappy,16.12
1,4,75,18,9,18,2,45,57,86,snappy,15.47
10,14,5,8,1,10,21,42,13,71,lz4,7.93
3,11,55,4,9,17,8,8,48,45,gzip,2.68
15,2,67,8,8,4,6,18,62,45,snappy,15.79
5,13,41,9,3,6,19,30,29,5,none,14.08
11,12,93,15,8,1,30,32,6,5,gzip,2.77
1,15,9,6,2,9,27,32,20,27,gzip,2.71
8,6,93,20,10,16,10,30,24,75,gzip,2.7
17,4,7,5,15,10,19,9,11,74,snappy,14.65
7,7,56,9,11,16,24,28,7,51,none,16.67
6,4,21,14,14,18,5,31,24,96,none,18.85
17,12,28,19,16,12,15,39,8,6,gzip,2.8
10,17,34,15,10,8,11,2,17,79,none,19.67
9,16,79,17,19,18,25,14,42,56,none,18.64
20,7,28,17,20,11,6,36,15,55,none,18.55
13,5,17,11,5,11,23,42,41,34,lz4,17.18
17,18,61,11,8,9,13,37,3,70,lz4,13.11
18,16,75,4,7,2,13,9,20,5,none,16.54
7,2,35,14,18,7,29,17,57,29,gzip,2.65
18,20,49,18,13,14,5,26,4,45,snappy,13.22
13,11,20,4,6,6,18,47,10,82,none,17.61
15,7,9,10,3,3,6,2,20,45,none,10.33
19,24,92,19,3,13,6,39,14,16,none,13.81
14,24,79,18,1,8,24,30,56,74,none,9.46
16,8,42,11,18,11,30,27,18,46,snappy,14.99
20,7,38,13,14,14,26,45,39,89,snappy,16.13
9,14,81,13,17,5,26,10,33,52,gzip,2.67
17,3,100,4,5,11,14,16,50,44,none,18.19
12,20,55,2,8,20,27,2,19,44,gzip,2.71
7,17,32,3,19,10,21,29,58,9,none,19.71
4,20,30,13,3,1,22,13,37,3,snappy,11.82
1,6,46,11,6,13,8,41,15,47,lz4,15.09
9,24,32,2,15,8,2,4,22,62,none,19.51
12,6,18,14,17,10,13,3,16,11,gzip,2.63
14,5,38,15,6,7,4,12,36,50,none,18.11
12,21,57,1,16,13,11,35,38,96,gzip,2.69
7,16,35,19,17,1,28,40,63,100,gzip,2.64
13,3,45,13,17,19,29,3,63,18,snappy,16.17
2,19,13,5,20,1,1,19,10,36,lz4,14.06
15,1,49,20,20,14,14,20,21,20,snappy,15.09
6,16,8,17,7,12,19,38,31,90,gzip,2.66
12,13,76,16,20,17,19,25,46,82,none,19.07
20,13,54,12,9,8,27,33,28,83,gzip,2.66
8,9,78,3,16,3,25,36,48,32,gzip,2.63
12,24,68,20,13,10,21,32,10,37,snappy,14.76
9,8,35,4,6,17,26,45,39,51,gzip,2.67
5,14,45,5,2,19,6,35,27,16,gzip,2.63
10,4,42,11,4,12,17,6,30,18,lz4,15.77
4,7,31,17,7,20,30,21,26,54,lz4,16.14
17,11,89,10,6,17,4,3,1,34,snappy,7.68
20,19,18,9,9,4,5,29,63,7,none,17.86
11,19,70,8,15,6,28,12,16,31,snappy,15.21
15,5,34,1,12,12,23,28,39,75,none,19.12
9,15,8,20,18,18,22,18,54,90,gzip,2.66
6,5,28,2,18,1,27,25,19,100,snappy,15.88
17,7,58,13,17,15,9,42,36,95,none,20.19
19,18,46,18,17,2,14,22,55,76,lz4,17.16
16,7,75,20,15,4,14,43,37,49,gzip,2.67
3,6,15,14,18,14,10,15,57,85,snappy,15.77
19,7,96,7,13,3,11,26,49,71,snappy,15.44
5,14,100,13,19,11,12,35,62,50,snappy,16
13,23,90,6,15,10,13,42,36,18,none,20.24
15,22,97,18,11,8,21,48,52,25,gzip,2.63
14,19,63,4,4,15,11,43,29,19,gzip,2.7
2,11,35,15,12,17,18,27,55,19,snappy,15.33
5,3,92,2,5,18,22,11,28,61,gzip,2.67
16,22,79,7,1,7,4,42,1,98,snappy,7.13
17,18,63,2,14,12,22,20,13,92,gzip,2.73
14,6,19,15,4,16,26,40,10,38,gzip,2.75
2,22,93,12,8,15,27,16,14,46,gzip,2.66
20,19,13,6,10,13,5,37,46,65,lz4,17.9
16,19,95,15,9,9,30,39,43,86,snappy,16.21
15,12,73,16,1,5,18,1,42,87,gzip,2.68
11,22,66,17,3,20,30,29,64,24,snappy,14.4
8,22,44,6,20,2,11,42,32,99,none,20.19
18,22,78,3,15,15,16,1,30,64,gzip,2.67
6,14,27,7,4,17,13,25,8,97,lz4,15.14
15,11,4,9,19,4,2,14,31,6,gzip,2.63
18,17,40,19,4,14,13,20,57,72,lz4,16.69
15,6,2,18,11,17,24,40,14,6,snappy,14.94
6,10,72,11,4,20,7,17,51,69,gzip,2.64
8,11,84,20,18,1,28,43,8,8,lz4,15.9
11,12,89,1,13,6,3,25,23,50,snappy,15.41
3,18,28,17,4,12,7,7,33,48,snappy,15.3
12,17,16,16,14,8,21,41,64,97,lz4,17.28
7,16,10,7,19,6,24,35,36,83,snappy,15.98
15,4,71,2,12,19,19,35,41,35,gzip,2.68
2,12,70,6,14,19,30,48,19,65,snappy,15.24
7,13,39,3,8,20,27,34,44,68,none,19.8
7,11,11,18,4,1,23,35,17,0,lz4,12.41
14,12,21,17,9,16,12,26,52,74,none,19.75
1,16,71,8,13,14,28,40,46,84,gzip,2.65
12,14,8,16,12,12,18,35,3,57,gzip,2.95
17,22,78,13,9,2,28,31,61,88,lz4,16.47
2,10,83,6,1,18,22,35,15,40,snappy,7.69
14,9,99,11,2,12,19,26,34,66,snappy,12.69
9,15,39,14,11,8,10,42,13,17,gzip,2.68
4,18,60,13,8,4,24,35,31,63,lz4,16.61
14,3,33,1,6,11,17,37,30,14,none,20.03
13,8,99,18,19,4,23,9,21,95,lz4,17.11
13,2,90,9,19,11,1,31,29,72,snappy,15.68
5,20,22,7,6,8,2,47,22,18,snappy,15.83
3,7,73,5,12,11,9,46,50,40,gzip,2.65
7,12,59,16,10,10,25,23,55,22,none,20.07
7,19,12,18,14,16,6,16,11,23,none,18.38
5,14,58,14,3,18,19,8,60,60,lz4,14.65
19,8,6,15,11,16,30,31,27,36,snappy,15.7
19,4,57,14,6,11,17,35,15,56,snappy,15.32
3,4,62,1,20,13,4,6,64,21,lz4,17.49
6,2,31,9,4,20,15,11,17,81,gzip,2.72
9,17,14,10,19,12,16,1,30,68,snappy,16
9,23,45,10,2,19,2,48,47,6,gzip,2.63
12,8,48,15,10,8,17,3,48,44,none,19.76
2,13,7,12,10,7,13,42,13,69,lz4,16.37
16,14,26,19,14,3,16,3,16,22,gzip,2.69
4,14,59,2,4,9,29,48,4,49,gzip,2.83
12,4,69,4,6,13,12,12,25,23,snappy,15.81
18,4,18,11,13,6,16,23,38,30,gzip,2.68
14,13,63,12,5,12,6,9,13,57,snappy,15.22
12,18,76,17,20,1,28,35,23,1,none,19.88
5,18,10,3,12,6,22,16,19,78,gzip,2.67
12,9,69,12,13,5,5,11,25,11,lz4,16.91
5,19,52,16,12,2,22,25,24,51,lz4,17.06
7,1,88,13,10,3,17,8,1,76,none,5.27
20,15,62,15,12,14,4,23,55,36,gzip,2.63
9,24,97,14,1,7,29,48,6,99,snappy,9.51
16,2,49,4,17,9,24,44,10,72,snappy,14.63
3,7,8,7,6,17,1,4,57,19,none,17.01
18,3,43,4,18,9,21,21,13,75,lz4,15.93
17,6,39,9,2,18,28,42,3,49,snappy,12.19
10,22,46,5,15,7,11,16,23,58,none,19.3
6,1,58,19,10,18,12,24,60,0,snappy,14.51
5,11,40,19,15,15,22,34,25,80,gzip,2.69
2,1,37,14,19,12,4,12,33,97,gzip,2.68
15,20,77,3,18,14,14,46,52,87,none,20.11
6,8,19,12,7,4,5,26,46,60,gzip,2.65
1,11,8,12,3,5,14,35,17,30,gzip,2.7
14,13,1,1,19,17,13,14,62,49,none,20.38
