num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
15,18,42,16,3,5,25,38,39,29,lz4,24.31
17,17,27,19,18,13,16,17,63,9,snappy,24.97
7,5,3,5,12,17,16,20,18,22,snappy,24.31
11,8,91,1,11,5,5,44,13,30,snappy,24.18
0,5,33,4,12,17,24,43,48,74,none,32.2
0,16,57,6,6,9,9,46,57,84,none,28.62
8,18,7,18,8,18,26,7,53,43,none,31.33
2,20,96,2,17,15,14,7,13,67,none,29.74
8,10,27,1,19,15,26,37,44,17,lz4,24.3
6,1,44,10,18,6,13,33,63,51,snappy,25.12
6,7,18,0,17,5,20,40,62,2,snappy,25.7
11,7,0,2,6,6,27,23,57,93,lz4,25.54
6,17,64,9,3,0,19,1,23,61,snappy,24.56
15,2,88,12,6,19,19,5,56,81,none,32.17
9,9,43,17,3,7,10,24,54,67,lz4,24.22
12,9,10,6,1,17,17,10,42,77,lz4,21.27
13,3,93,2,19,14,4,35,22,1,none,30.59
6,15,4,3,16,15,12,42,60,35,gzip,7.11
14,9,61,6,16,17,9,4,34,34,lz4,24.73
8,8,71,17,5,11,2,1,48,32,none,31.4
0,14,33,12,4,19,19,43,5,72,gzip,8.07
19,2,45,4,12,3,29,12,56,74,none,25.26
16,11,88,14,15,16,24,13,12,66,none,30.04
18,2,98,7,2,12,24,5,28,59,none,24.92
4,5,81,8,7,2,3,28,3,81,none,26.68
10,13,75,13,9,4,7,22,6,44,gzip,8.04
5,4,89,15,0,8,28,45,2,57,none,14.18
