num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
3,8,10,1,10,10,10,16,4,0,none,27.77
5,4,80,5,2,17,1,17,61,83,gzip,7
6,21,51,1,15,2,1,20,60,4,snappy,24.96
9,1,30,4,1,12,2,33,35,63,lz4,16.22
19,15,33,16,18,4,3,25,2,77,none,16.39
1,6,99,11,13,6,4,23,51,45,snappy,24.48
15,18,78,17,6,6,4,25,5,85,snappy,21.07
16,4,72,15,16,15,5,7,57,48,snappy,24.89
2,15,37,15,18,14,6,36,16,31,snappy,23.96
18,2,69,2,15,5,7,13,40,99,gzip,7.06
16,13,21,16,19,8,7,47,33,28,snappy,25.25
12,21,18,6,19,11,8,21,55,81,gzip,7.02
14,5,88,5,12,13,9,4,10,18,gzip,7.68
10,8,75,11,7,3,10,5,6,91,lz4,21.5
15,14,87,7,3,9,11,11,42,78,lz4,23.53
2,11,14,7,3,10,11,1,37,34,none,22.41
19,14,39,4,4,18,11,28,31,6,lz4,24.13
12,12,13,18,14,7,13,3,24,70,lz4,25.35
6,19,10,1,8,17,13,39,26,44,gzip,7.14
13,16,44,18,12,4,14,9,49,8,lz4,25.31
